Date,Time,Bus_Stop_Name,Bus_Stop_ID,Route_ID,Passengers_Boarded,Passengers_Left_Behind,Bus_Capacity,Occupancy_Percent,Avg_Waiting_Time_Mins,Traffic_Congestion_Level,Weather,Special_Events_Nearby,Recommended_Buses
2025-06-30,21:00,Maharani College,MHC101,365J,25,0,60,42,6,Low,Cloudy,0,1
2025-06-30,22:00,AMC College,AMC601,365J,17,0,60,28,4,Low,Cloudy,0,1
2025-06-30,22:00,Bannerghatta Circle,BGC501,365J,20,0,60,34,5,Low,Cloudy,0,1
2025-06-30,22:00,Gottigere,GOT401,365J,14,0,60,23,5,Low,Cloudy,0,1
2025-06-30,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,6,Low,Cloudy,0,1
2025-06-30,22:00,Koli Farm Gate,KFG301,365J,18,0,60,29,4,Low,Cloudy,0,1
2025-06-30,22:00,K.R. Circle,KRC201,365J,16,0,60,27,5,Low,Cloudy,0,1
2025-06-30,22:00,Maharani College,MHC101,365J,20,0,60,33,8,Low,Cloudy,0,1
2025-07-01,05:00,AMC College,AMC601,365J,20,0,60,34,3,Low,Cloudy,0,1
2025-07-01,05:00,Bannerghatta Circle,BGC501,365J,24,0,60,40,6,Low,Cloudy,0,1
2025-07-01,05:00,Gottigere,GOT401,365J,15,0,60,24,4,Low,Cloudy,0,1
2025-07-01,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,8,Low,Cloudy,0,1
2025-07-01,05:00,Koli Farm Gate,KFG301,365J,21,0,60,34,6,Low,Cloudy,0,1
2025-07-01,05:00,K.R. Circle,KRC201,365J,21,0,60,36,6,Low,Cloudy,0,1
2025-07-01,05:00,Maharani College,MHC101,365J,24,0,60,41,4,Low,Cloudy,0,1
2025-07-01,06:00,AMC College,AMC601,365J,24,0,60,40,10,Medium,Cloudy,0,1
2025-07-01,06:00,Bannerghatta Circle,BGC501,365J,37,0,60,62,9,Medium,Cloudy,0,1
2025-07-01,06:00,Gottigere,GOT401,365J,21,0,60,35,6,Medium,Cloudy,0,1
2025-07-01,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,31,0,60,52,6,Medium,Cloudy,0,1
2025-07-01,06:00,Koli Farm Gate,KFG301,365J,26,0,60,43,8,Medium,Cloudy,0,1
2025-07-01,06:00,K.R. Circle,KRC201,365J,39,0,60,65,5,Medium,Cloudy,0,1
2025-07-01,06:00,Maharani College,MHC101,365J,26,0,60,43,9,Medium,Cloudy,0,1
2025-07-01,07:00,AMC College,AMC601,365J,35,0,60,58,12,High,Cloudy,0,1
2025-07-01,07:00,Bannerghatta Circle,BGC501,365J,44,0,60,73,10,High,Cloudy,0,1
2025-07-01,07:00,Gottigere,GOT401,365J,35,0,60,58,9,High,Cloudy,0,1
2025-07-01,07:00,Kempegowda Bus Station (Majestic),KBS001,365J,43,0,60,71,11,High,Cloudy,0,1
2025-07-01,07:00,Koli Farm Gate,KFG301,365J,39,0,60,65,11,High,Cloudy,0,1
2025-07-01,07:00,K.R. Circle,KRC201,365J,39,0,60,65,12,High,Cloudy,0,1
2025-07-01,07:00,Maharani College,MHC101,365J,43,0,60,71,9,High,Cloudy,0,1
2025-07-01,08:00,AMC College,AMC601,365J,30,0,60,50,10,High,Cloudy,0,1
2025-07-01,08:00,Bannerghatta Circle,BGC501,365J,46,0,60,39,11,High,Cloudy,0,2
2025-07-01,08:00,Gottigere,GOT401,365J,34,0,60,57,12,High,Cloudy,0,1
2025-07-01,08:00,Kempegowda Bus Station (Majestic),KBS001,365J,45,0,60,37,12,High,Cloudy,0,2
2025-07-01,08:00,Koli Farm Gate,KFG301,365J,45,0,60,38,8,High,Cloudy,0,2
2025-07-01,08:00,K.R. Circle,KRC201,365J,55,0,60,46,8,High,Cloudy,0,2
2025-07-01,08:00,Maharani College,MHC101,365J,62,0,60,51,13,High,Cloudy,0,2
2025-07-01,09:00,AMC College,AMC601,365J,37,0,60,61,10,High,Cloudy,0,1
2025-07-01,09:00,Bannerghatta Circle,BGC501,365J,36,0,60,60,9,High,Cloudy,0,1
2025-07-01,09:00,Gottigere,GOT401,365J,28,0,60,47,12,High,Cloudy,0,1
2025-07-01,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,36,0,60,60,9,High,Cloudy,0,1
2025-07-01,09:00,Koli Farm Gate,KFG301,365J,31,0,60,51,12,High,Cloudy,0,1
2025-07-01,09:00,K.R. Circle,KRC201,365J,39,0,60,64,11,High,Cloudy,0,1
2025-07-01,09:00,Maharani College,MHC101,365J,36,0,60,60,11,High,Cloudy,0,1
2025-07-01,10:00,AMC College,AMC601,365J,26,0,60,44,8,Medium,Cloudy,0,1
2025-07-01,10:00,Bannerghatta Circle,BGC501,365J,28,0,60,46,4,Medium,Cloudy,0,1
2025-07-01,10:00,Gottigere,GOT401,365J,20,0,60,34,9,Medium,Cloudy,0,1
2025-07-01,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,35,0,60,58,6,Medium,Cloudy,0,1
2025-07-01,10:00,Koli Farm Gate,KFG301,365J,23,0,60,38,6,Medium,Cloudy,0,1
2025-07-01,10:00,K.R. Circle,KRC201,365J,32,0,60,53,5,Medium,Cloudy,0,1
2025-07-01,10:00,Maharani College,MHC101,365J,29,0,60,48,10,Medium,Cloudy,0,1
2025-07-01,11:00,AMC College,AMC601,365J,14,0,60,23,4,Low,Cloudy,0,1
2025-07-01,11:00,Bannerghatta Circle,BGC501,365J,18,0,60,30,3,Low,Cloudy,0,1
2025-07-01,11:00,Gottigere,GOT401,365J,12,0,60,21,6,Low,Cloudy,0,1
2025-07-01,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,17,0,60,29,4,Low,Cloudy,0,1
2025-07-01,11:00,Koli Farm Gate,KFG301,365J,15,0,60,25,6,Low,Cloudy,0,1
2025-07-01,11:00,K.R. Circle,KRC201,365J,23,0,60,38,3,Low,Cloudy,0,1
2025-07-01,11:00,Maharani College,MHC101,365J,21,0,60,35,3,Low,Cloudy,0,1
2025-07-01,12:00,AMC College,AMC601,365J,9,0,60,15,7,Medium,Cloudy,0,1
2025-07-01,12:00,Bannerghatta Circle,BGC501,365J,19,0,60,32,8,Medium,Cloudy,0,1
2025-07-01,12:00,Gottigere,GOT401,365J,11,0,60,19,8,Medium,Cloudy,0,1
2025-07-01,12:00,Kempegowda Bus Station (Majestic),KBS001,365J,20,0,60,33,8,Medium,Cloudy,0,1
2025-07-01,12:00,Koli Farm Gate,KFG301,365J,18,0,60,30,10,Medium,Cloudy,0,1
2025-07-01,12:00,K.R. Circle,KRC201,365J,16,0,60,27,6,Medium,Cloudy,0,1
2025-07-01,12:00,Maharani College,MHC101,365J,17,0,60,29,6,Medium,Cloudy,0,1
2025-07-01,13:00,AMC College,AMC601,365J,11,0,60,19,8,Medium,Cloudy,0,1
2025-07-01,13:00,Bannerghatta Circle,BGC501,365J,15,0,60,26,6,Medium,Cloudy,0,1
2025-07-01,13:00,Gottigere,GOT401,365J,11,0,60,18,10,Medium,Cloudy,0,1
2025-07-01,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,17,0,60,29,8,Medium,Cloudy,0,1
2025-07-01,13:00,Koli Farm Gate,KFG301,365J,13,0,60,22,7,Medium,Cloudy,0,1
2025-07-01,13:00,K.R. Circle,KRC201,365J,19,0,60,31,6,Medium,Cloudy,0,1
2025-07-01,13:00,Maharani College,MHC101,365J,19,0,60,32,8,Medium,Cloudy,0,1
2025-07-01,14:00,AMC College,AMC601,365J,14,0,60,24,5,Medium,Cloudy,0,1
2025-07-01,14:00,Bannerghatta Circle,BGC501,365J,18,0,60,30,6,Medium,Cloudy,0,1
2025-07-01,14:00,Gottigere,GOT401,365J,12,0,60,20,5,Medium,Cloudy,0,1
2025-07-01,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,19,0,60,31,6,Medium,Cloudy,0,1
2025-07-01,14:00,Koli Farm Gate,KFG301,365J,21,0,60,35,8,Medium,Cloudy,0,1
2025-07-01,14:00,K.R. Circle,KRC201,365J,19,0,60,31,5,Medium,Cloudy,0,1
2025-07-01,14:00,Maharani College,MHC101,365J,18,0,60,31,8,Medium,Cloudy,0,1
2025-07-01,15:00,AMC College,AMC601,365J,20,0,60,34,2,Low,Cloudy,0,1
2025-07-01,15:00,Bannerghatta Circle,BGC501,365J,24,0,60,40,4,Low,Cloudy,0,1
2025-07-01,15:00,Gottigere,GOT401,365J,15,0,60,24,4,Low,Cloudy,0,1
2025-07-01,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,24,0,60,40,6,Low,Cloudy,0,1
2025-07-01,15:00,Koli Farm Gate,KFG301,365J,19,0,60,32,2,Low,Cloudy,0,1
2025-07-01,15:00,K.R. Circle,KRC201,365J,31,0,60,51,2,Low,Cloudy,0,1
2025-07-01,15:00,Maharani College,MHC101,365J,27,0,60,44,3,Low,Cloudy,0,1
2025-07-01,16:00,AMC College,AMC601,365J,33,0,60,56,2,Low,Cloudy,0,1
2025-07-01,16:00,Bannerghatta Circle,BGC501,365J,33,0,60,55,8,Low,Cloudy,0,1
2025-07-01,16:00,Gottigere,GOT401,365J,32,0,60,54,4,Low,Cloudy,0,1
2025-07-01,16:00,Kempegowda Bus Station (Majestic),KBS001,365J,36,0,60,59,7,Low,Cloudy,0,1
2025-07-01,16:00,Koli Farm Gate,KFG301,365J,35,0,60,59,4,Low,Cloudy,0,1
2025-07-01,16:00,K.R. Circle,KRC201,365J,47,0,60,78,5,Low,Cloudy,0,1
2025-07-01,16:00,Maharani College,MHC101,365J,37,0,60,61,5,Low,Cloudy,0,1
2025-07-01,17:00,AMC College,AMC601,365J,42,0,60,71,11,High,Cloudy,1,1
2025-07-01,17:00,Bannerghatta Circle,BGC501,365J,44,0,60,73,13,High,Cloudy,0,1
2025-07-01,17:00,Gottigere,GOT401,365J,32,0,60,54,10,High,Cloudy,0,1
2025-07-01,17:00,Kempegowda Bus Station (Majestic),KBS001,365J,45,0,60,74,11,High,Cloudy,0,1
2025-07-01,17:00,Koli Farm Gate,KFG301,365J,38,0,60,63,11,High,Cloudy,0,1
2025-07-01,17:00,K.R. Circle,KRC201,365J,52,0,60,43,13,High,Cloudy,0,2
2025-07-01,17:00,Maharani College,MHC101,365J,47,0,60,39,10,High,Cloudy,0,2
2025-07-01,18:00,AMC College,AMC601,365J,45,0,60,75,7,Medium,Cloudy,0,1
2025-07-01,18:00,Bannerghatta Circle,BGC501,365J,47,0,60,78,7,Medium,Cloudy,0,1
2025-07-01,18:00,Gottigere,GOT401,365J,37,0,60,62,5,Medium,Cloudy,0,1
2025-07-01,18:00,Kempegowda Bus Station (Majestic),KBS001,365J,56,0,60,47,8,Medium,Cloudy,0,2
2025-07-01,18:00,Koli Farm Gate,KFG301,365J,33,0,60,55,8,Medium,Cloudy,0,1
2025-07-01,18:00,K.R. Circle,KRC201,365J,50,0,60,42,8,Medium,Cloudy,0,2
2025-07-01,18:00,Maharani College,MHC101,365J,47,0,60,78,8,Medium,Cloudy,0,1
2025-07-01,19:00,AMC College,AMC601,365J,40,0,60,67,16,High,Cloudy,1,1
2025-07-01,19:00,Bannerghatta Circle,BGC501,365J,31,0,60,52,12,High,Cloudy,0,1
2025-07-01,19:00,Gottigere,GOT401,365J,36,0,60,60,12,High,Cloudy,0,1
2025-07-01,19:00,Kempegowda Bus Station (Majestic),KBS001,365J,63,0,60,53,8,High,Cloudy,0,2
2025-07-01,19:00,Koli Farm Gate,KFG301,365J,42,0,60,70,10,High,Cloudy,0,1
2025-07-01,19:00,K.R. Circle,KRC201,365J,50,0,60,42,6,High,Cloudy,0,2
2025-07-01,19:00,Maharani College,MHC101,365J,46,0,60,38,12,High,Cloudy,0,2
2025-07-01,20:00,AMC College,AMC601,365J,35,0,60,58,9,High,Cloudy,0,1
2025-07-01,20:00,Bannerghatta Circle,BGC501,365J,29,0,60,49,13,High,Cloudy,0,1
2025-07-01,20:00,Gottigere,GOT401,365J,27,0,60,45,7,High,Cloudy,0,1
2025-07-01,20:00,Kempegowda Bus Station (Majestic),KBS001,365J,48,0,60,40,10,High,Cloudy,0,2
2025-07-01,20:00,Koli Farm Gate,KFG301,365J,29,0,60,48,10,High,Cloudy,0,1
2025-07-01,20:00,K.R. Circle,KRC201,365J,38,0,60,63,12,High,Cloudy,0,1
2025-07-01,20:00,Maharani College,MHC101,365J,34,0,60,56,14,High,Cloudy,0,1
2025-07-01,21:00,AMC College,AMC601,365J,24,0,60,40,6,Medium,Cloudy,0,1
2025-07-01,21:00,Bannerghatta Circle,BGC501,365J,27,0,60,45,7,Medium,Cloudy,0,1
2025-07-01,21:00,Gottigere,GOT401,365J,22,0,60,37,6,Medium,Cloudy,0,1
2025-07-01,21:00,Kempegowda Bus Station (Majestic),KBS001,365J,20,0,60,33,5,Medium,Cloudy,0,1
2025-07-01,21:00,Koli Farm Gate,KFG301,365J,23,0,60,38,6,Medium,Cloudy,0,1
2025-07-01,21:00,K.R. Circle,KRC201,365J,35,0,60,59,5,Medium,Cloudy,0,1
2025-07-01,21:00,Maharani College,MHC101,365J,29,0,60,48,6,Medium,Cloudy,0,1
2025-07-01,22:00,AMC College,AMC601,365J,17,0,60,28,7,Medium,Cloudy,0,1
2025-07-01,22:00,Bannerghatta Circle,BGC501,365J,14,0,60,24,6,Medium,Cloudy,0,1
2025-07-01,22:00,Gottigere,GOT401,365J,16,0,60,27,7,Medium,Cloudy,0,1
2025-07-01,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,19,0,60,32,6,Medium,Cloudy,0,1
2025-07-01,22:00,Koli Farm Gate,KFG301,365J,17,0,60,28,5,Medium,Cloudy,0,1
2025-07-01,22:00,K.R. Circle,KRC201,365J,26,0,60,43,5,Medium,Cloudy,0,1
2025-07-01,22:00,Maharani College,MHC101,365J,16,0,60,27,6,Medium,Cloudy,0,1
2025-07-02,05:00,AMC College,AMC601,365J,21,0,60,34,8,Medium,Clear,0,1
2025-07-02,05:00,Bannerghatta Circle,BGC501,365J,22,0,60,36,8,Medium,Clear,0,1
2025-07-02,05:00,Gottigere,GOT401,365J,19,0,60,32,8,Medium,Clear,0,1
2025-07-02,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,23,0,60,38,7,Medium,Clear,0,1
2025-07-02,05:00,Koli Farm Gate,KFG301,365J,20,0,60,33,7,Medium,Clear,0,1
2025-07-02,05:00,K.R. Circle,KRC201,365J,22,0,60,37,5,Medium,Clear,0,1
2025-07-02,05:00,Maharani College,MHC101,365J,21,0,60,34,9,Medium,Clear,0,1
2025-07-02,06:00,AMC College,AMC601,365J,30,0,60,50,5,Low,Clear,0,1
2025-07-02,06:00,Bannerghatta Circle,BGC501,365J,25,0,60,41,7,Low,Clear,0,1
2025-07-02,06:00,Gottigere,GOT401,365J,28,0,60,47,2,Low,Clear,0,1
2025-07-02,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,38,0,60,64,5,Low,Clear,0,1
2025-07-02,06:00,Koli Farm Gate,KFG301,365J,20,0,60,34,7,Low,Clear,0,1
2025-07-02,06:00,K.R. Circle,KRC201,365J,44,0,60,73,3,Low,Clear,0,1
2025-07-02,06:00,Maharani College,MHC101,365J,31,0,60,51,7,Low,Clear,0,1
2025-07-02,07:00,AMC College,AMC601,365J,48,0,60,80,6,Medium,Clear,0,1
2025-07-02,07:00,Bannerghatta Circle,BGC501,365J,40,0,60,66,7,Medium,Clear,0,1
2025-07-02,07:00,Gottigere,GOT401,365J,37,0,60,62,8,Medium,Clear,0,1
2025-07-02,07:00,Kempegowda Bus Station (Majestic),KBS001,365J,59,0,60,50,6,Medium,Clear,0,2
2025-07-02,07:00,Koli Farm Gate,KFG301,365J,45,0,60,74,11,Medium,Clear,0,1
2025-07-02,07:00,K.R. Circle,KRC201,365J,68,0,60,57,7,Medium,Clear,0,2
2025-07-02,07:00,Maharani College,MHC101,365J,33,0,60,55,9,Medium,Clear,0,1
2025-07-02,08:00,AMC College,AMC601,365J,47,0,60,40,15,High,Clear,0,2
2025-07-02,08:00,Bannerghatta Circle,BGC501,365J,49,0,60,41,9,High,Clear,0,2
2025-07-02,08:00,Gottigere,GOT401,365J,35,0,60,58,12,High,Clear,0,1
2025-07-02,08:00,Kempegowda Bus Station (Majestic),KBS001,365J,53,0,60,44,10,High,Clear,0,2
2025-07-02,08:00,Koli Farm Gate,KFG301,365J,48,0,60,40,11,High,Clear,0,2
2025-07-02,08:00,K.R. Circle,KRC201,365J,67,0,60,56,10,High,Clear,0,2
2025-07-02,08:00,Maharani College,MHC101,365J,46,0,60,38,12,High,Clear,0,2
2025-07-02,09:00,AMC College,AMC601,365J,36,0,60,61,15,High,Clear,0,1
2025-07-02,09:00,Bannerghatta Circle,BGC501,365J,43,0,60,72,12,High,Clear,0,1
2025-07-02,09:00,Gottigere,GOT401,365J,32,0,60,53,9,High,Clear,0,1
2025-07-02,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,48,0,60,40,14,High,Clear,0,2
2025-07-02,09:00,Koli Farm Gate,KFG301,365J,39,0,60,66,11,High,Clear,0,1
2025-07-02,09:00,K.R. Circle,KRC201,365J,52,0,60,44,11,High,Clear,0,2
2025-07-02,09:00,Maharani College,MHC101,365J,51,0,60,43,16,High,Clear,0,2
2025-07-02,10:00,AMC College,AMC601,365J,29,0,60,49,9,Medium,Clear,0,1
2025-07-02,10:00,Bannerghatta Circle,BGC501,365J,32,0,60,54,7,Medium,Clear,0,1
2025-07-02,10:00,Gottigere,GOT401,365J,24,0,60,39,6,Medium,Clear,0,1
2025-07-02,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,35,0,60,58,7,Medium,Clear,0,1
2025-07-02,10:00,Koli Farm Gate,KFG301,365J,24,0,60,41,8,Medium,Clear,0,1
2025-07-02,10:00,K.R. Circle,KRC201,365J,38,0,60,63,8,Medium,Clear,0,1
2025-07-02,10:00,Maharani College,MHC101,365J,30,0,60,51,11,Medium,Clear,0,1
2025-07-02,11:00,AMC College,AMC601,365J,22,0,60,37,5,Low,Clear,0,1
2025-07-02,11:00,Bannerghatta Circle,BGC501,365J,19,0,60,32,4,Low,Clear,0,1
2025-07-02,11:00,Gottigere,GOT401,365J,12,0,60,21,3,Low,Clear,0,1
2025-07-02,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,23,0,60,38,7,Low,Clear,0,1
2025-07-02,11:00,Koli Farm Gate,KFG301,365J,16,0,60,26,5,Low,Clear,0,1
2025-07-02,11:00,K.R. Circle,KRC201,365J,24,0,60,40,5,Low,Clear,0,1
2025-07-02,11:00,Maharani College,MHC101,365J,23,0,60,38,6,Low,Clear,0,1
2025-07-02,12:00,AMC College,AMC601,365J,14,0,60,23,2,Low,Clear,0,1
2025-07-02,12:00,Bannerghatta Circle,BGC501,365J,11,0,60,19,5,Low,Clear,0,1
2025-07-02,12:00,Gottigere,GOT401,365J,12,0,60,20,3,Low,Clear,0,1
2025-07-02,12:00,Kempegowda Bus Station (Majestic),KBS001,365J,17,0,60,29,4,Low,Clear,0,1
2025-07-02,12:00,Koli Farm Gate,KFG301,365J,13,0,60,22,4,Low,Clear,0,1
2025-07-02,12:00,K.R. Circle,KRC201,365J,20,0,60,33,4,Low,Clear,0,1
2025-07-02,12:00,Maharani College,MHC101,365J,22,0,60,37,6,Low,Clear,0,1
2025-07-02,13:00,AMC College,AMC601,365J,15,0,60,25,3,Low,Clear,0,1
2025-07-02,13:00,Bannerghatta Circle,BGC501,365J,16,0,60,27,5,Low,Clear,0,1
2025-07-02,13:00,Gottigere,GOT401,365J,11,0,60,19,5,Low,Clear,0,1
2025-07-02,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,20,0,60,33,4,Low,Clear,0,1
2025-07-02,13:00,Koli Farm Gate,KFG301,365J,12,0,60,19,2,Low,Clear,0,1
2025-07-02,13:00,K.R. Circle,KRC201,365J,21,0,60,35,5,Low,Clear,0,1
2025-07-02,13:00,Maharani College,MHC101,365J,15,0,60,25,3,Low,Clear,0,1
2025-07-02,14:00,AMC College,AMC601,365J,17,0,60,28,5,Low,Clear,0,1
2025-07-02,14:00,Bannerghatta Circle,BGC501,365J,17,0,60,28,4,Low,Clear,0,1
2025-07-02,14:00,Gottigere,GOT401,365J,13,0,60,22,4,Low,Clear,0,1
2025-07-02,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,26,0,60,43,4,Low,Clear,0,1
2025-07-02,14:00,Koli Farm Gate,KFG301,365J,18,0,60,29,6,Low,Clear,0,1
2025-07-02,14:00,K.R. Circle,KRC201,365J,20,0,60,34,6,Low,Clear,0,1
2025-07-02,14:00,Maharani College,MHC101,365J,17,0,60,28,3,Low,Clear,0,1
2025-07-02,15:00,AMC College,AMC601,365J,23,0,60,39,6,Low,Clear,0,1
2025-07-02,15:00,Bannerghatta Circle,BGC501,365J,28,0,60,47,5,Low,Clear,0,1
2025-07-02,15:00,Gottigere,GOT401,365J,22,0,60,37,5,Low,Clear,0,1
2025-07-02,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,48,3,Low,Clear,0,1
2025-07-02,15:00,Koli Farm Gate,KFG301,365J,21,0,60,35,4,Low,Clear,0,1
2025-07-02,15:00,K.R. Circle,KRC201,365J,33,0,60,55,3,Low,Clear,0,1
2025-07-02,15:00,Maharani College,MHC101,365J,28,0,60,46,3,Low,Clear,0,1
2025-07-02,16:00,AMC College,AMC601,365J,25,0,60,42,8,Medium,Clear,0,1
2025-07-02,16:00,Bannerghatta Circle,BGC501,365J,32,0,60,53,2,Medium,Clear,0,1
2025-07-02,16:00,Gottigere,GOT401,365J,26,0,60,44,5,Medium,Clear,0,1
2025-07-02,16:00,Kempegowda Bus Station (Majestic),KBS001,365J,36,0,60,59,8,Medium,Clear,0,1
2025-07-02,16:00,Koli Farm Gate,KFG301,365J,22,0,60,37,7,Medium,Clear,0,1
2025-07-02,16:00,K.R. Circle,KRC201,365J,37,0,60,62,6,Medium,Clear,0,1
2025-07-02,16:00,Maharani College,MHC101,365J,33,0,60,54,7,Medium,Clear,0,1
2025-07-02,17:00,AMC College,AMC601,365J,39,0,60,64,11,High,Clear,0,1
2025-07-02,17:00,Bannerghatta Circle,BGC501,365J,43,0,60,72,8,High,Clear,0,1
2025-07-02,17:00,Gottigere,GOT401,365J,44,0,60,74,13,High,Clear,1,1
2025-07-02,17:00,Kempegowda Bus Station (Majestic),KBS001,365J,45,0,60,38,10,High,Clear,0,2
2025-07-02,17:00,Koli Farm Gate,KFG301,365J,37,0,60,62,12,High,Clear,0,1
2025-07-02,17:00,K.R. Circle,KRC201,365J,68,0,60,57,9,High,Clear,0,2
2025-07-02,17:00,Maharani College,MHC101,365J,62,0,60,52,11,High,Clear,0,2
2025-07-02,18:00,AMC College,AMC601,365J,44,0,60,73,13,High,Clear,0,1
2025-07-02,18:00,Bannerghatta Circle,BGC501,365J,48,0,60,40,10,High,Clear,0,2
2025-07-02,18:00,Gottigere,GOT401,365J,39,0,60,64,13,High,Clear,0,1
2025-07-02,18:00,Kempegowda Bus Station (Majestic),KBS001,365J,68,0,60,57,10,High,Clear,0,2
2025-07-02,18:00,Koli Farm Gate,KFG301,365J,40,0,60,67,10,High,Clear,0,1
2025-07-02,18:00,K.R. Circle,KRC201,365J,59,0,60,49,10,High,Clear,0,2
2025-07-02,18:00,Maharani College,MHC101,365J,44,0,60,74,12,High,Clear,0,1
2025-07-02,19:00,AMC College,AMC601,365J,40,0,60,67,13,High,Clear,0,1
2025-07-02,19:00,Bannerghatta Circle,BGC501,365J,47,0,60,39,12,High,Clear,0,2
2025-07-02,19:00,Gottigere,GOT401,365J,32,0,60,54,13,High,Clear,0,1
2025-07-02,19:00,Kempegowda Bus Station (Majestic),KBS001,365J,40,0,60,67,12,High,Clear,0,1
2025-07-02,19:00,Koli Farm Gate,KFG301,365J,48,0,60,40,7,High,Clear,0,2
2025-07-02,19:00,K.R. Circle,KRC201,365J,59,0,60,49,14,High,Clear,0,2
2025-07-02,19:00,Maharani College,MHC101,365J,46,0,60,38,12,High,Clear,0,2
2025-07-02,20:00,AMC College,AMC601,365J,30,0,60,51,13,High,Clear,0,1
2025-07-02,20:00,Bannerghatta Circle,BGC501,365J,34,0,60,56,12,High,Clear,0,1
2025-07-02,20:00,Gottigere,GOT401,365J,35,0,60,59,10,High,Clear,0,1
2025-07-02,20:00,Kempegowda Bus Station (Majestic),KBS001,365J,45,0,60,38,11,High,Clear,0,2
2025-07-02,20:00,Koli Farm Gate,KFG301,365J,33,0,60,56,11,High,Clear,0,1
2025-07-02,20:00,K.R. Circle,KRC201,365J,42,0,60,70,11,High,Clear,0,1
2025-07-02,20:00,Maharani College,MHC101,365J,42,0,60,70,13,High,Clear,0,1
2025-07-02,21:00,AMC College,AMC601,365J,29,0,60,49,8,Medium,Clear,0,1
2025-07-02,21:00,Bannerghatta Circle,BGC501,365J,26,0,60,44,9,Medium,Clear,0,1
2025-07-02,21:00,Gottigere,GOT401,365J,17,0,60,29,8,Medium,Clear,0,1
2025-07-02,21:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,48,4,Medium,Clear,0,1
2025-07-02,21:00,Koli Farm Gate,KFG301,365J,21,0,60,35,9,Medium,Clear,0,1
2025-07-02,21:00,K.R. Circle,KRC201,365J,25,0,60,42,5,Medium,Clear,0,1
2025-07-02,21:00,Maharani College,MHC101,365J,21,0,60,36,9,Medium,Clear,0,1
2025-07-02,22:00,AMC College,AMC601,365J,17,0,60,29,7,Low,Clear,0,1
2025-07-02,22:00,Bannerghatta Circle,BGC501,365J,17,0,60,28,3,Low,Clear,0,1
2025-07-02,22:00,Gottigere,GOT401,365J,17,0,60,28,2,Low,Clear,0,1
2025-07-02,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,14,0,60,23,5,Low,Clear,0,1
2025-07-02,22:00,Koli Farm Gate,KFG301,365J,15,0,60,26,3,Low,Clear,0,1
2025-07-02,22:00,K.R. Circle,KRC201,365J,21,0,60,35,5,Low,Clear,0,1
2025-07-02,22:00,Maharani College,MHC101,365J,21,0,60,34,4,Low,Clear,0,1
2025-07-03,05:00,AMC College,AMC601,365J,19,0,60,31,3,Low,Clear,0,1
2025-07-03,05:00,Bannerghatta Circle,BGC501,365J,27,0,60,45,5,Low,Clear,0,1
2025-07-03,05:00,Gottigere,GOT401,365J,20,0,60,33,6,Low,Clear,0,1
2025-07-03,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,27,0,60,45,5,Low,Clear,0,1
2025-07-03,05:00,Koli Farm Gate,KFG301,365J,17,0,60,28,5,Low,Clear,0,1
2025-07-03,05:00,K.R. Circle,KRC201,365J,26,0,60,44,3,Low,Clear,0,1
2025-07-03,05:00,Maharani College,MHC101,365J,23,0,60,38,3,Low,Clear,0,1
2025-07-03,06:00,AMC College,AMC601,365J,30,0,60,50,5,Medium,Clear,0,1
2025-07-03,06:00,Bannerghatta Circle,BGC501,365J,31,0,60,51,7,Medium,Clear,0,1
2025-07-03,06:00,Gottigere,GOT401,365J,27,0,60,46,12,Medium,Clear,0,1
2025-07-03,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,35,0,60,58,6,Medium,Clear,0,1
2025-07-03,06:00,Koli Farm Gate,KFG301,365J,29,0,60,48,7,Medium,Clear,0,1
2025-07-03,06:00,K.R. Circle,KRC201,365J,35,0,60,58,6,Medium,Clear,0,1
2025-07-03,06:00,Maharani College,MHC101,365J,28,0,60,46,4,Medium,Clear,0,1
2025-07-03,07:00,AMC College,AMC601,365J,34,0,60,57,7,Medium,Clear,0,1
2025-07-03,07:00,Bannerghatta Circle,BGC501,365J,39,0,60,64,8,Medium,Clear,0,1
2025-07-03,07:00,Gottigere,GOT401,365J,40,0,60,67,8,Medium,Clear,0,1
